Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
MotorImagery;2024-05-10 12:13:15.3172;23484;c792efae00033feb10e111e44a15b629;anonymous;ReceivingData;0.8289;NULL;NULL;NULL;NULL;NULL;12;(0.825 0.820 0.804 0.819 0.827 0.829 0.724 0.754 )
SuccessfulHit;2024-05-10 12:13:15.3172;23484;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.8265;0.8265;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-10 12:13:15.5490;23532;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.8509;0.8509;5.7450;44.2550;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:13:29.4895;26464;c792efae00033feb10e111e44a15b629;anonymous;ReceivingData;0.8557;NULL;NULL;NULL;NULL;NULL;13;(0.833 0.829 0.856 0.858 0.856 0.736 0.783 0.801 )
SuccessfulHit;2024-05-10 12:13:29.4905;26464;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.8584;0.8584;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-10 12:13:29.6092;26488;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.8557;0.8584;50.0000;0.0000;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:13:30.6300;26682;c792efae00033feb10e111e44a15b629;anonymous;ReceivingData;0.8822;NULL;NULL;NULL;NULL;NULL;14;(0.876 0.888 0.878 0.868 0.882 0.849 0.855 0.860 )
MotorImagery;2024-05-10 12:13:39.7685;28620;c792efae00033feb10e111e44a15b629;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;NULL;15;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
SuccessfulHit;2024-05-10 12:13:39.7685;28620;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.7843;0.7843;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:13:40.9035;28858;c792efae00033feb10e111e44a15b629;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;NULL;16;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
SuccessfulHit;2024-05-10 12:13:40.9035;28858;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.8735;0.8755;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:13:42.0420;29097;c792efae00033feb10e111e44a15b629;anonymous;ReceivingData;0.8595;NULL;NULL;NULL;NULL;NULL;17;(0.888 0.886 0.884 0.860 0.903 0.897 0.907 0.892 )
SuccessfulHit;2024-05-10 12:13:42.0420;29097;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.8841;0.9069;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-10 12:13:43.6726;29445;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.2653;0.9069;28.5400;21.4600;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:13:56.7419;32199;c792efae00033feb10e111e44a15b629;anonymous;ReceivingData;0.7235;NULL;NULL;NULL;NULL;NULL;18;(0.731 0.752 0.758 0.740 0.738 0.740 0.724 0.726 )
SuccessfulHit;2024-05-10 12:13:56.7419;32199;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.7397;0.7576;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-10 12:13:57.7342;32379;c792efae00033feb10e111e44a15b629;anonymous;NULL;0.8295;0.8295;5.8675;44.1325;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:13:57.8821;32406;c792efae00033feb10e111e44a15b629;anonymous;ReceivingData;0.8078;NULL;NULL;NULL;NULL;NULL;19;(0.747 0.770 0.780 0.809 0.830 0.818 0.808 0.736 )
GameStopped;2024-05-10 12:14:05.8821;34024;c792efae00033feb10e111e44a15b629;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
