Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
MotorImagery;2024-05-13 13:46:36.5803;13066;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.8600;NULL;NULL;NULL;NULL;NULL;11;(0.812 0.833 0.844 0.853 0.860 0.829 0.819 0.794 )
MotorImagery;2024-05-13 13:46:37.7209;13287;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.8651;NULL;NULL;NULL;NULL;NULL;12;(0.891 0.890 0.872 0.862 0.865 0.870 0.888 0.894 )
Resting;2024-05-13 13:46:49.4685;15738;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.4333;0.5274;50.0000;0.0000;50.0000;FALSE;NULL;NULL
Resting;2024-05-13 13:47:03.4792;18763;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.8293;0.8325;50.0000;0.0000;50.0000;FALSE;NULL;NULL
MotorImagery;2024-05-13 13:47:03.8357;18839;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.8557;NULL;NULL;NULL;NULL;NULL;13;(0.833 0.829 0.856 0.858 0.856 0.736 0.783 0.801 )
MotorImagery;2024-05-13 13:47:04.9729;19078;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.8822;NULL;NULL;NULL;NULL;NULL;14;(0.876 0.888 0.878 0.868 0.882 0.849 0.855 0.860 )
MotorImagery;2024-05-13 13:47:06.1149;19320;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.7420;NULL;NULL;NULL;NULL;NULL;15;(0.836 0.831 0.819 0.767 0.742 0.879 0.863 0.854 )
MotorImagery;2024-05-13 13:47:13.8666;20970;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;NULL;16;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
SuccessfulHit;2024-05-13 13:47:13.8666;20970;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.7843;0.7843;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-13 13:47:15.0055;21206;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;NULL;17;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
SuccessfulHit;2024-05-13 13:47:15.0055;21206;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.8735;0.8755;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-13 13:47:16.1459;21446;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.8595;NULL;NULL;NULL;NULL;NULL;18;(0.888 0.886 0.884 0.860 0.903 0.897 0.907 0.892 )
SuccessfulHit;2024-05-13 13:47:16.1469;21446;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.8841;0.9069;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 13:47:17.5390;21742;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.4440;0.9069;50.0000;0.0000;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 13:47:28.3203;24024;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.9186;NULL;NULL;NULL;NULL;NULL;19;(0.868 0.885 0.907 0.926 0.919 0.708 0.721 0.805 )
SuccessfulHit;2024-05-13 13:47:28.3203;24024;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.9258;0.9258;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 13:47:29.4533;24258;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.9153;NULL;NULL;NULL;NULL;NULL;20;(0.929 0.923 0.917 0.919 0.915 0.932 0.941 0.936 )
SuccessfulHit;2024-05-13 13:47:29.4543;24258;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.9189;0.9407;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 13:47:30.5923;24501;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.7721;NULL;NULL;NULL;NULL;NULL;21;(0.865 0.831 0.788 0.781 0.772 0.900 0.900 0.885 )
SuccessfulHit;2024-05-13 13:47:30.5929;24501;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.7805;0.9407;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 13:47:31.6031;24706;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.8407;0.9407;27.3275;22.6725;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 13:47:31.7281;24730;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.8284;NULL;NULL;NULL;NULL;NULL;22;(0.786 0.818 0.823 0.841 0.828 0.767 0.763 0.733 )
MotorImagery;2024-05-13 13:47:42.9709;27117;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;NULL;23;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
SuccessfulHit;2024-05-13 13:47:42.9719;27117;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.7228;0.7908;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 13:47:44.1069;27357;9df45e104563bfe1d6175ef821e9dde5;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;NULL;24;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
SuccessfulHit;2024-05-13 13:47:44.1079;27357;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.7659;0.7956;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 13:47:45.6662;27685;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;0.8196;0.8245;3.8100;46.1900;50.0000;TRUE;NULL;NULL
GameStopped;2024-05-13 13:47:52.2845;29080;9df45e104563bfe1d6175ef821e9dde5;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
